Date,Energy_Consumption,Temperature,Day_Type,Month,Hour,Season,Renewable_Energy_Contribution,Holiday_Flag,Economic_Activity_Index
2022-07-05 00:00:00,2646.19,12.7,Weekday,7,0,Summer,36.1,0,0.99
2022-07-05 01:00:00,2018.34,17.1,Weekday,7,1,Summer,32.5,0,0.92
2022-07-05 02:00:00,2542.27,10.4,Weekday,7,2,Summer,47.4,0,1.03
2022-07-05 03:00:00,2649.95,9.6,Weekday,7,3,Summer,16.7,0,0.99
2022-07-05 04:00:00,2128.73,16.0,Weekday,7,4,Summer,25.5,0,0.97
2022-07-05 05:00:00,2323.03,14.4,Weekday,7,5,Summer,15.0,0,0.91
2022-07-05 06:00:00,5569.72,13.3,Weekday,7,6,Summer,31.7,0,1.01
2022-07-05 07:00:00,4764.34,10.9,Weekday,7,7,Summer,23.0,0,0.82
2022-07-05 08:00:00,4944.02,12.2,Weekday,7,8,Summer,50.1,0,0.96
2022-07-05 09:00:00,6432.72,12.2,Weekday,7,9,Summer,28.4,0,1.18
2022-07-05 10:00:00,3605.59,17.9,Weekday,7,10,Summer,25.4,0,1.0
2022-07-05 11:00:00,3315.12,12.4,Weekday,7,11,Summer,27.7,0,0.89
2022-07-05 12:00:00,4143.9,14.5,Weekday,7,12,Summer,37.4,0,1.03
2022-07-05 13:00:00,4128.09,13.2,Weekday,7,13,Summer,33.8,0,1.04
2022-07-05 14:00:00,3137.36,13.0,Weekday,7,14,Summer,33.9,0,0.89
2022-07-05 15:00:00,2672.38,13.6,Weekday,7,15,Summer,15.5,0,0.73
2022-07-05 16:00:00,3952.33,17.7,Weekday,7,16,Summer,23.3,0,1.06
2022-07-05 17:00:00,4918.15,17.1,Weekday,7,17,Summer,15.0,0,0.97
2022-07-05 18:00:00,4715.37,14.1,Weekday,7,18,Summer,32.5,0,0.87
2022-07-05 19:00:00,5276.43,15.8,Weekday,7,19,Summer,36.1,0,1.02
2022-07-05 20:00:00,5292.45,15.0,Weekday,7,20,Summer,23.0,0,0.95
2022-07-05 21:00:00,6247.05,8.3,Weekday,7,21,Summer,22.6,0,1.08
2022-07-05 22:00:00,1729.07,15.2,Weekday,7,22,Summer,20.7,0,0.84
2022-07-05 23:00:00,2467.29,13.8,Weekday,7,23,Summer,44.9,0,0.91
2022-07-06 00:00:00,2755.07,8.2,Weekday,7,0,Summer,37.1,0,1.04
2022-07-06 01:00:00,2200.07,12.3,Weekday,7,1,Summer,21.0,0,0.96
2022-07-06 02:00:00,2340.78,10.6,Weekday,7,2,Summer,13.5,0,0.98
2022-07-06 03:00:00,2521.77,10.5,Weekday,7,3,Summer,21.7,0,1.01
2022-07-06 04:00:00,2305.08,17.5,Weekday,7,4,Summer,3.2,0,1.15
2022-07-06 05:00:00,2208.09,13.3,Weekday,7,5,Summer,12.0,0,1.03
2022-07-06 06:00:00,5370.64,14.6,Weekday,7,6,Summer,32.3,0,1.0
2022-07-06 07:00:00,5411.53,15.3,Weekday,7,7,Summer,29.1,0,1.01
2022-07-06 08:00:00,6615.95,7.5,Weekday,7,8,Summer,6.5,0,1.14
2022-07-06 09:00:00,5693.88,13.6,Weekday,7,9,Summer,0.0,0,1.05
2022-07-06 10:00:00,3907.37,16.6,Weekday,7,10,Summer,21.5,0,1.09
2022-07-06 11:00:00,3556.53,12.4,Weekday,7,11,Summer,18.2,0,0.95
2022-07-06 12:00:00,3767.65,15.6,Weekday,7,12,Summer,33.4,0,1.0
2022-07-06 13:00:00,3772.05,16.4,Weekday,7,13,Summer,11.1,0,1.07
2022-07-06 14:00:00,3983.19,13.6,Weekday,7,14,Summer,21.8,0,0.98
2022-07-06 15:00:00,3620.51,20.2,Weekday,7,15,Summer,29.3,0,1.0
2022-07-06 16:00:00,4022.59,8.7,Weekday,7,16,Summer,38.3,0,0.99
2022-07-06 17:00:00,5325.5,10.6,Weekday,7,17,Summer,27.9,0,0.97
2022-07-06 18:00:00,4521.77,20.5,Weekday,7,18,Summer,17.0,0,0.94
2022-07-06 19:00:00,4841.34,17.0,Weekday,7,19,Summer,33.4,0,0.99
2022-07-06 20:00:00,5190.85,18.7,Weekday,7,20,Summer,39.0,0,1.04
2022-07-06 21:00:00,4852.58,16.7,Weekday,7,21,Summer,23.6,0,0.9
2022-07-06 22:00:00,1739.05,18.9,Weekday,7,22,Summer,31.0,0,0.87
2022-07-06 23:00:00,2497.21,12.2,Weekday,7,23,Summer,39.9,0,1.01
2022-07-07 00:00:00,2489.95,13.1,Weekday,7,0,Summer,24.6,0,1.04
2022-07-07 01:00:00,1500.0,18.3,Weekday,7,1,Summer,36.1,0,0.78
2022-07-07 02:00:00,2103.71,17.8,Weekday,7,2,Summer,16.0,0,0.92
2022-07-07 03:00:00,1943.25,15.2,Weekday,7,3,Summer,15.6,0,0.88
2022-07-07 04:00:00,1942.04,10.5,Weekday,7,4,Summer,29.3,0,0.88
2022-07-07 05:00:00,2554.86,15.4,Weekday,7,5,Summer,26.7,0,1.13
2022-07-07 06:00:00,4347.71,20.1,Weekday,7,6,Summer,40.1,0,0.87
2022-07-07 07:00:00,5543.12,16.6,Weekday,7,7,Summer,31.0,0,1.11
2022-07-07 08:00:00,5511.74,17.4,Weekday,7,8,Summer,39.2,0,1.1
2022-07-07 09:00:00,5753.84,11.9,Weekday,7,9,Summer,37.6,0,1.0
2022-07-07 10:00:00,4149.6,12.8,Weekday,7,10,Summer,15.1,0,1.02
2022-07-07 11:00:00,4417.99,11.7,Weekday,7,11,Summer,16.7,0,1.06
2022-07-07 12:00:00,3267.48,15.0,Weekday,7,12,Summer,35.1,0,0.91
2022-07-07 13:00:00,3294.81,16.3,Weekday,7,13,Summer,10.9,0,0.96
2022-07-07 14:00:00,4685.29,12.8,Weekday,7,14,Summer,37.2,0,1.12
2022-07-07 15:00:00,3141.22,19.0,Weekday,7,15,Summer,26.3,0,0.93
2022-07-07 16:00:00,2891.72,12.1,Weekday,7,16,Summer,28.0,0,0.8
2022-07-07 17:00:00,6413.65,14.0,Weekday,7,17,Summer,23.1,0,1.19
2022-07-07 18:00:00,5049.85,16.8,Weekday,7,18,Summer,31.1,0,1.01
2022-07-07 19:00:00,4432.97,13.4,Weekday,7,19,Summer,36.6,0,0.89
2022-07-07 20:00:00,4180.91,17.0,Weekday,7,20,Summer,37.8,0,0.84
2022-07-07 21:00:00,5819.82,10.4,Weekday,7,21,Summer,37.4,0,1.04
2022-07-07 22:00:00,1912.33,16.2,Weekday,7,22,Summer,14.9,0,0.75
2022-07-07 23:00:00,1653.71,13.4,Weekday,7,23,Summer,21.2,0,0.8
2022-07-08 00:00:00,2157.26,13.4,Weekday,7,0,Summer,29.6,0,0.94
2022-07-08 01:00:00,2396.33,18.0,Weekday,7,1,Summer,32.4,0,1.02
2022-07-08 02:00:00,2016.03,12.7,Weekday,7,2,Summer,39.9,0,0.86
2022-07-08 03:00:00,2245.01,14.3,Weekday,7,3,Summer,21.6,0,0.92
2022-07-08 04:00:00,2400.53,16.9,Weekday,7,4,Summer,35.7,0,1.06
2022-07-08 05:00:00,2104.76,14.3,Weekday,7,5,Summer,39.9,0,0.96
2022-07-08 06:00:00,4644.61,15.0,Weekday,7,6,Summer,21.2,0,0.9
2022-07-08 07:00:00,5899.7,11.5,Weekday,7,7,Summer,14.3,0,1.06
2022-07-08 08:00:00,4270.78,14.3,Weekday,7,8,Summer,23.4,0,0.8
2022-07-08 09:00:00,4964.25,15.2,Weekday,7,9,Summer,34.6,0,0.96
2022-07-08 10:00:00,3679.78,13.9,Weekday,7,10,Summer,37.1,0,1.01
2022-07-08 11:00:00,3843.1,12.4,Weekday,7,11,Summer,24.5,0,0.91
2022-07-08 12:00:00,3265.24,15.6,Weekday,7,12,Summer,21.8,0,0.87
2022-07-08 13:00:00,3489.4,11.2,Weekday,7,13,Summer,41.3,0,0.91
2022-07-08 14:00:00,3804.44,16.8,Weekday,7,14,Summer,20.5,0,1.11
2022-07-08 15:00:00,3313.7,13.1,Weekday,7,15,Summer,29.0,0,0.87
2022-07-08 16:00:00,4265.31,15.0,Weekday,7,16,Summer,36.0,0,1.12
2022-07-08 17:00:00,5411.46,8.0,Weekday,7,17,Summer,45.0,0,1.02
2022-07-08 18:00:00,5091.65,16.0,Weekday,7,18,Summer,19.3,0,0.96
2022-07-08 19:00:00,4914.11,19.0,Weekday,7,19,Summer,24.1,0,1.06
2022-07-08 20:00:00,5565.74,14.3,Weekday,7,20,Summer,23.9,0,1.07
2022-07-08 21:00:00,5100.74,22.4,Weekday,7,21,Summer,39.3,0,1.09
2022-07-08 22:00:00,2651.44,11.8,Weekday,7,22,Summer,17.8,0,0.99
2022-07-08 23:00:00,1947.68,18.1,Weekday,7,23,Summer,45.7,0,0.92
2022-07-09 00:00:00,1932.44,21.5,Weekend,7,0,Summer,33.2,0,0.99
2022-07-09 01:00:00,1846.9,17.6,Weekend,7,1,Summer,26.1,0,1.03
2022-07-09 02:00:00,1528.51,11.3,Weekend,7,2,Summer,16.4,0,0.99
2022-07-09 03:00:00,1985.96,13.9,Weekend,7,3,Summer,36.7,0,1.1
2022-07-09 04:00:00,1500.0,19.0,Weekend,7,4,Summer,8.3,0,0.92
2022-07-09 05:00:00,2139.67,10.2,Weekend,7,5,Summer,21.1,0,1.06
2022-07-09 06:00:00,3465.12,18.7,Weekend,7,6,Summer,32.3,0,0.87
2022-07-09 07:00:00,4861.25,11.2,Weekend,7,7,Summer,24.6,0,1.11
2022-07-09 08:00:00,4157.88,20.1,Weekend,7,8,Summer,36.7,0,1.03
2022-07-09 09:00:00,4729.06,11.8,Weekend,7,9,Summer,22.5,0,1.1
2022-07-09 10:00:00,2865.67,12.9,Weekend,7,10,Summer,35.7,0,0.91
2022-07-09 11:00:00,3181.89,12.3,Weekend,7,11,Summer,24.7,0,1.04
2022-07-09 12:00:00,3019.51,13.9,Weekend,7,12,Summer,31.4,0,1.02
2022-07-09 13:00:00,2467.66,16.3,Weekend,7,13,Summer,20.9,0,0.95
2022-07-09 14:00:00,3016.47,16.7,Weekend,7,14,Summer,29.6,0,0.98
2022-07-09 15:00:00,2668.11,12.3,Weekend,7,15,Summer,28.2,0,0.84
2022-07-09 16:00:00,3676.45,12.9,Weekend,7,16,Summer,2.6,0,1.12
2022-07-09 17:00:00,4408.37,16.1,Weekend,7,17,Summer,0.0,0,1.02
2022-07-09 18:00:00,4220.8,10.7,Weekend,7,18,Summer,25.8,0,0.92
2022-07-09 19:00:00,4414.82,15.7,Weekend,7,19,Summer,35.6,0,1.06
2022-07-09 20:00:00,3773.46,15.0,Weekend,7,20,Summer,20.0,0,0.87
2022-07-09 21:00:00,4429.0,16.2,Weekend,7,21,Summer,22.3,0,1.05
2022-07-09 22:00:00,2427.95,10.3,Weekend,7,22,Summer,24.9,0,1.08
2022-07-09 23:00:00,2187.66,9.2,Weekend,7,23,Summer,23.9,0,1.15
2022-07-10 00:00:00,1500.0,14.1,Weekend,7,0,Summer,26.4,0,0.9
2022-07-10 01:00:00,1772.29,11.5,Weekend,7,1,Summer,18.1,0,1.02
2022-07-10 02:00:00,1629.86,9.4,Weekend,7,2,Summer,40.2,0,0.92
2022-07-10 03:00:00,2318.82,11.4,Weekend,7,3,Summer,23.4,0,0.99
2022-07-10 04:00:00,2029.16,13.1,Weekend,7,4,Summer,36.6,0,1.01
2022-07-10 05:00:00,1696.61,14.3,Weekend,7,5,Summer,47.4,0,0.96
2022-07-10 06:00:00,4104.49,12.2,Weekend,7,6,Summer,9.9,0,0.91
2022-07-10 07:00:00,5082.48,6.5,Weekend,7,7,Summer,25.1,0,0.97
2022-07-10 08:00:00,4065.2,8.1,Weekend,7,8,Summer,25.8,0,0.88
2022-07-10 09:00:00,4277.97,11.9,Weekend,7,9,Summer,14.5,0,0.97
2022-07-10 10:00:00,3501.19,6.6,Weekend,7,10,Summer,21.1,0,0.97
2022-07-10 11:00:00,2514.41,18.8,Weekend,7,11,Summer,41.0,0,0.94
2022-07-10 12:00:00,3649.73,10.7,Weekend,7,12,Summer,32.3,0,1.15
2022-07-10 13:00:00,2649.3,15.6,Weekend,7,13,Summer,26.4,0,1.0
2022-07-10 14:00:00,3355.7,12.8,Weekend,7,14,Summer,25.9,0,1.04
2022-07-10 15:00:00,2589.72,14.7,Weekend,7,15,Summer,13.9,0,0.88
2022-07-10 16:00:00,3004.29,12.0,Weekend,7,16,Summer,19.9,0,1.01
2022-07-10 17:00:00,3948.94,16.7,Weekend,7,17,Summer,20.1,0,0.99
2022-07-10 18:00:00,3779.14,17.7,Weekend,7,18,Summer,33.1,0,1.0
2022-07-10 19:00:00,4582.42,16.6,Weekend,7,19,Summer,19.2,0,1.2
2022-07-10 20:00:00,4233.0,14.1,Weekend,7,20,Summer,26.2,0,1.06
2022-07-10 21:00:00,4514.1,13.2,Weekend,7,21,Summer,23.1,0,1.03
2022-07-10 22:00:00,1860.59,17.1,Weekend,7,22,Summer,26.8,0,1.0
2022-07-10 23:00:00,1563.44,11.0,Weekend,7,23,Summer,24.5,0,0.88
2022-07-11 00:00:00,2652.63,11.0,Weekday,7,0,Summer,48.5,0,1.15
2022-07-11 01:00:00,2405.76,13.7,Weekday,7,1,Summer,37.9,0,0.95
2022-07-11 02:00:00,2873.78,8.1,Weekday,7,2,Summer,13.7,0,1.02
2022-07-11 03:00:00,1905.95,14.7,Weekday,7,3,Summer,24.4,0,0.89
2022-07-11 04:00:00,2732.48,15.0,Weekday,7,4,Summer,15.3,0,1.07
2022-07-11 05:00:00,2170.37,18.2,Weekday,7,5,Summer,27.5,0,0.88
2022-07-11 06:00:00,5222.46,17.1,Weekday,7,6,Summer,34.9,0,0.94
2022-07-11 07:00:00,4811.85,13.7,Weekday,7,7,Summer,28.5,0,0.91
2022-07-11 08:00:00,5371.49,11.8,Weekday,7,8,Summer,14.2,0,1.01
2022-07-11 09:00:00,3624.2,15.7,Weekday,7,9,Summer,35.8,0,0.79
2022-07-11 10:00:00,4053.11,8.2,Weekday,7,10,Summer,29.7,0,0.92
2022-07-11 11:00:00,3379.29,13.6,Weekday,7,11,Summer,32.6,0,0.95
2022-07-11 12:00:00,3154.79,13.8,Weekday,7,12,Summer,27.6,0,0.85
2022-07-11 13:00:00,4112.11,11.0,Weekday,7,13,Summer,28.4,0,0.99
2022-07-11 14:00:00,4109.66,8.6,Weekday,7,14,Summer,19.2,0,0.96
2022-07-11 15:00:00,3870.15,15.7,Weekday,7,15,Summer,19.8,0,1.02
2022-07-11 16:00:00,3236.8,8.8,Weekday,7,16,Summer,14.0,0,0.8
2022-07-11 17:00:00,3443.8,15.4,Weekday,7,17,Summer,40.0,0,0.67
2022-07-11 18:00:00,5717.67,8.7,Weekday,7,18,Summer,37.7,0,0.98
2022-07-11 19:00:00,3952.08,16.7,Weekday,7,19,Summer,22.6,0,0.83
2022-07-11 20:00:00,4861.41,18.5,Weekday,7,20,Summer,55.3,0,1.03
2022-07-11 21:00:00,5157.63,11.2,Weekday,7,21,Summer,40.6,0,0.95
2022-07-11 22:00:00,2067.69,13.8,Weekday,7,22,Summer,27.2,0,0.98
2022-07-11 23:00:00,2354.15,13.0,Weekday,7,23,Summer,26.7,0,0.95
2022-07-12 00:00:00,1644.7,18.5,Weekday,7,0,Summer,22.5,0,0.88
2022-07-12 01:00:00,2263.53,13.8,Weekday,7,1,Summer,28.8,0,0.91
2022-07-12 02:00:00,2693.89,5.6,Weekday,7,2,Summer,21.8,0,1.02
2022-07-12 03:00:00,2684.09,10.5,Weekday,7,3,Summer,35.6,0,1.09
2022-07-12 04:00:00,2081.47,15.6,Weekday,7,4,Summer,20.3,0,0.89
2022-07-12 05:00:00,2712.02,10.9,Weekday,7,5,Summer,23.2,0,1.11
2022-07-12 06:00:00,4409.05,19.5,Weekday,7,6,Summer,27.1,0,0.9
2022-07-12 07:00:00,4626.62,16.1,Weekday,7,7,Summer,21.3,0,0.93
2022-07-12 08:00:00,4481.78,17.6,Weekday,7,8,Summer,27.2,0,0.94
2022-07-12 09:00:00,4787.05,15.3,Weekday,7,9,Summer,16.4,0,0.98
2022-07-12 10:00:00,3939.41,7.2,Weekday,7,10,Summer,34.4,0,0.88
2022-07-12 11:00:00,3860.32,15.3,Weekday,7,11,Summer,25.2,0,1.02
2022-07-12 12:00:00,4517.67,14.1,Weekday,7,12,Summer,25.5,0,1.15
2022-07-12 13:00:00,3916.74,15.8,Weekday,7,13,Summer,6.3,0,1.04
2022-07-12 14:00:00,3489.53,12.8,Weekday,7,14,Summer,11.6,0,0.92
2022-07-12 15:00:00,3235.27,13.3,Weekday,7,15,Summer,11.7,0,0.84
2022-07-12 16:00:00,3516.93,15.8,Weekday,7,16,Summer,38.0,0,0.98
2022-07-12 17:00:00,4986.91,13.1,Weekday,7,17,Summer,10.8,0,0.87
2022-07-12 18:00:00,4071.41,16.6,Weekday,7,18,Summer,28.0,0,0.83
2022-07-12 19:00:00,5103.0,12.4,Weekday,7,19,Summer,30.3,0,0.92
2022-07-12 20:00:00,5100.73,14.4,Weekday,7,20,Summer,24.9,0,0.95
2022-07-12 21:00:00,5064.78,14.6,Weekday,7,21,Summer,26.1,0,0.97
2022-07-12 22:00:00,2339.71,11.8,Weekday,7,22,Summer,15.7,0,1.05
2022-07-12 23:00:00,1872.52,15.1,Weekday,7,23,Summer,10.7,0,0.85
2022-07-13 00:00:00,2006.72,8.0,Weekday,7,0,Summer,33.7,0,0.83
2022-07-13 01:00:00,1851.74,16.9,Weekday,7,1,Summer,25.2,0,0.84
2022-07-13 02:00:00,2230.31,9.5,Weekday,7,2,Summer,31.2,0,1.07
2022-07-13 03:00:00,1966.68,12.9,Weekday,7,3,Summer,20.2,0,1.0
2022-07-13 04:00:00,2943.62,13.9,Weekday,7,4,Summer,22.2,0,1.19
2022-07-13 05:00:00,2305.42,10.8,Weekday,7,5,Summer,33.8,0,0.99
2022-07-13 06:00:00,5591.12,12.2,Weekday,7,6,Summer,45.0,0,1.04
2022-07-13 07:00:00,5125.48,11.5,Weekday,7,7,Summer,51.3,0,0.94
2022-07-13 08:00:00,4673.19,11.3,Weekday,7,8,Summer,7.9,0,0.85
2022-07-13 09:00:00,4451.84,15.0,Weekday,7,9,Summer,26.0,0,0.92
2022-07-13 10:00:00,4107.27,13.5,Weekday,7,10,Summer,20.8,0,1.01
2022-07-13 11:00:00,3869.54,10.5,Weekday,7,11,Summer,34.6,0,0.99
2022-07-13 12:00:00,3074.21,12.5,Weekday,7,12,Summer,39.7,0,0.82
2022-07-13 13:00:00,3717.0,14.7,Weekday,7,13,Summer,19.8,0,1.03
2022-07-13 14:00:00,2820.07,17.1,Weekday,7,14,Summer,47.4,0,0.85
2022-07-13 15:00:00,3507.42,9.5,Weekday,7,15,Summer,48.2,0,0.98
2022-07-13 16:00:00,3895.17,12.6,Weekday,7,16,Summer,26.4,0,1.01
2022-07-13 17:00:00,4694.06,10.9,Weekday,7,17,Summer,24.6,0,0.9
2022-07-13 18:00:00,4926.35,12.9,Weekday,7,18,Summer,21.4,0,0.92
2022-07-13 19:00:00,5190.03,7.6,Weekday,7,19,Summer,49.3,0,0.94
2022-07-13 20:00:00,4474.04,16.9,Weekday,7,20,Summer,20.1,0,0.97
2022-07-13 21:00:00,5757.67,13.5,Weekday,7,21,Summer,22.2,0,1.11
2022-07-13 22:00:00,2142.42,16.1,Weekday,7,22,Summer,10.4,0,1.0
2022-07-13 23:00:00,2062.41,17.6,Weekday,7,23,Summer,0.0,0,0.96
2022-07-14 00:00:00,1961.64,12.3,Weekday,7,0,Summer,9.0,0,0.78
2022-07-14 01:00:00,1901.5,10.7,Weekday,7,1,Summer,25.4,0,0.87
2022-07-14 02:00:00,1999.81,13.2,Weekday,7,2,Summer,13.8,0,0.94
2022-07-14 03:00:00,2504.86,14.2,Weekday,7,3,Summer,25.0,0,0.96
2022-07-14 04:00:00,2303.39,15.1,Weekday,7,4,Summer,24.1,0,1.05
2022-07-14 05:00:00,2429.74,11.6,Weekday,7,5,Summer,24.7,0,1.04
2022-07-14 06:00:00,4848.78,13.4,Weekday,7,6,Summer,55.2,0,0.96
2022-07-14 07:00:00,5530.43,10.9,Weekday,7,7,Summer,19.8,0,1.03
2022-07-14 08:00:00,5529.09,9.6,Weekday,7,8,Summer,30.8,0,1.01
2022-07-14 09:00:00,3871.37,15.0,Weekday,7,9,Summer,18.7,0,0.77
2022-07-14 10:00:00,3258.59,9.4,Weekday,7,10,Summer,22.7,0,0.78
2022-07-14 11:00:00,3287.3,16.7,Weekday,7,11,Summer,33.1,0,0.9
2022-07-14 12:00:00,3253.91,16.5,Weekday,7,12,Summer,7.8,0,0.92
2022-07-14 13:00:00,3430.2,9.8,Weekday,7,13,Summer,22.8,0,0.89
2022-07-14 14:00:00,3905.29,13.3,Weekday,7,14,Summer,22.1,0,1.03
2022-07-14 15:00:00,3922.44,12.9,Weekday,7,15,Summer,23.9,0,1.05
2022-07-14 16:00:00,3422.61,11.8,Weekday,7,16,Summer,17.9,0,0.94
2022-07-14 17:00:00,4479.48,15.2,Weekday,7,17,Summer,22.6,0,0.85
2022-07-14 18:00:00,5350.55,11.8,Weekday,7,18,Summer,19.9,0,1.04
2022-07-14 19:00:00,6340.62,8.1,Weekday,7,19,Summer,14.4,0,1.09
2022-07-14 20:00:00,5677.17,9.9,Weekday,7,20,Summer,47.8,0,1.09
2022-07-14 21:00:00,5892.97,9.6,Weekday,7,21,Summer,30.9,0,1.04
2022-07-14 22:00:00,2433.87,11.2,Weekday,7,22,Summer,27.0,0,1.16
2022-07-14 23:00:00,1774.63,12.1,Weekday,7,23,Summer,41.7,0,0.84
2022-07-15 00:00:00,1606.3,14.2,Weekday,7,0,Summer,19.3,0,0.91
2022-07-15 01:00:00,2051.94,14.5,Weekday,7,1,Summer,16.3,0,1.09
2022-07-15 02:00:00,1521.27,15.1,Weekday,7,2,Summer,37.6,0,0.79
2022-07-15 03:00:00,2187.0,9.4,Weekday,7,3,Summer,15.1,0,0.98
2022-07-15 04:00:00,1579.87,13.8,Weekday,7,4,Summer,41.9,0,0.71
2022-07-15 05:00:00,2166.95,8.8,Weekday,7,5,Summer,35.4,0,0.86
2022-07-15 06:00:00,4394.83,16.9,Weekday,7,6,Summer,28.4,0,0.89
2022-07-15 07:00:00,5366.35,14.8,Weekday,7,7,Summer,18.3,0,1.07
2022-07-15 08:00:00,4803.27,10.9,Weekday,7,8,Summer,32.4,0,0.95
2022-07-15 09:00:00,4398.93,16.0,Weekday,7,9,Summer,22.4,0,0.84
2022-07-15 10:00:00,3426.71,13.7,Weekday,7,10,Summer,13.6,0,0.99
2022-07-15 11:00:00,3379.22,15.5,Weekday,7,11,Summer,20.5,0,0.9
2022-07-15 12:00:00,3873.13,9.6,Weekday,7,12,Summer,25.9,0,0.98
2022-07-15 13:00:00,3541.69,11.2,Weekday,7,13,Summer,14.7,0,0.9
2022-07-15 14:00:00,3857.92,10.7,Weekday,7,14,Summer,23.2,0,1.05
2022-07-15 15:00:00,3384.91,12.0,Weekday,7,15,Summer,35.5,0,0.91
2022-07-15 16:00:00,4488.17,11.9,Weekday,7,16,Summer,30.5,0,1.1
2022-07-15 17:00:00,4538.3,16.5,Weekday,7,17,Summer,35.3,0,0.87
2022-07-15 18:00:00,5008.98,17.3,Weekday,7,18,Summer,35.1,0,1.05
2022-07-15 19:00:00,5289.9,10.2,Weekday,7,19,Summer,8.8,0,0.92
2022-07-15 20:00:00,5969.77,11.9,Weekday,7,20,Summer,13.1,0,1.08
2022-07-15 21:00:00,4654.92,11.2,Weekday,7,21,Summer,41.7,0,0.83
2022-07-15 22:00:00,2162.3,13.4,Weekday,7,22,Summer,29.8,0,0.96
2022-07-15 23:00:00,2666.29,10.3,Weekday,7,23,Summer,45.0,0,0.91
2022-07-16 00:00:00,1500.0,17.2,Weekend,7,0,Summer,21.7,0,1.0
2022-07-16 01:00:00,2030.46,10.4,Weekend,7,1,Summer,46.6,0,0.9
2022-07-16 02:00:00,1500.0,14.8,Weekend,7,2,Summer,34.0,0,0.86
2022-07-16 03:00:00,1793.52,6.1,Weekend,7,3,Summer,16.7,0,0.98
2022-07-16 04:00:00,1621.48,11.8,Weekend,7,4,Summer,24.8,0,0.9
2022-07-16 05:00:00,1980.82,6.9,Weekend,7,5,Summer,15.3,0,1.11
2022-07-16 06:00:00,4055.51,11.6,Weekend,7,6,Summer,39.7,0,0.94
2022-07-16 07:00:00,4034.18,14.3,Weekend,7,7,Summer,27.4,0,0.98
2022-07-16 08:00:00,5053.33,6.8,Weekend,7,8,Summer,36.7,0,0.93
2022-07-16 09:00:00,4824.94,8.9,Weekend,7,9,Summer,19.4,0,1.0
2022-07-16 10:00:00,3177.29,8.5,Weekend,7,10,Summer,11.0,0,1.02
2022-07-16 11:00:00,3297.5,12.4,Weekend,7,11,Summer,14.3,0,1.06
2022-07-16 12:00:00,2661.83,12.6,Weekend,7,12,Summer,34.7,0,0.98
2022-07-16 13:00:00,2623.79,15.0,Weekend,7,13,Summer,36.1,0,0.9
2022-07-16 14:00:00,2944.51,11.9,Weekend,7,14,Summer,33.3,0,0.89
2022-07-16 15:00:00,2280.8,11.0,Weekend,7,15,Summer,32.0,0,0.84
2022-07-16 16:00:00,2426.09,8.6,Weekend,7,16,Summer,21.0,0,0.85
2022-07-16 17:00:00,3599.06,6.7,Weekend,7,17,Summer,31.5,0,0.84
2022-07-16 18:00:00,4938.28,11.5,Weekend,7,18,Summer,24.6,0,1.15
2022-07-16 19:00:00,5069.84,9.7,Weekend,7,19,Summer,19.7,0,1.17
2022-07-16 20:00:00,3571.1,16.5,Weekend,7,20,Summer,25.6,0,0.93
2022-07-16 21:00:00,4055.79,11.7,Weekend,7,21,Summer,30.6,0,0.99
2022-07-16 22:00:00,1500.0,10.3,Weekend,7,22,Summer,11.1,0,0.89
2022-07-16 23:00:00,1500.0,13.4,Weekend,7,23,Summer,33.8,0,1.05
2022-07-17 00:00:00,1500.0,11.7,Weekend,7,0,Summer,26.2,0,0.84
2022-07-17 01:00:00,1500.0,14.2,Weekend,7,1,Summer,5.8,0,0.95
2022-07-17 02:00:00,1500.0,12.4,Weekend,7,2,Summer,10.7,0,0.96
2022-07-17 03:00:00,1500.0,12.6,Weekend,7,3,Summer,8.1,0,0.81
2022-07-17 04:00:00,1580.89,10.9,Weekend,7,4,Summer,17.7,0,0.86
2022-07-17 05:00:00,1805.64,10.2,Weekend,7,5,Summer,21.0,0,0.96
2022-07-17 06:00:00,4275.59,15.0,Weekend,7,6,Summer,37.7,0,1.03
2022-07-17 07:00:00,3552.01,13.1,Weekend,7,7,Summer,20.9,0,0.91
2022-07-17 08:00:00,4236.16,12.4,Weekend,7,8,Summer,17.5,0,1.02
2022-07-17 09:00:00,4035.49,10.4,Weekend,7,9,Summer,19.3,0,0.97
2022-07-17 10:00:00,2992.92,10.3,Weekend,7,10,Summer,23.8,0,1.0
2022-07-17 11:00:00,2468.49,13.2,Weekend,7,11,Summer,36.0,0,0.91
2022-07-17 12:00:00,2092.65,11.8,Weekend,7,12,Summer,21.3,0,0.81
2022-07-17 13:00:00,2937.58,14.6,Weekend,7,13,Summer,32.6,0,1.03
2022-07-17 14:00:00,2989.58,9.7,Weekend,7,14,Summer,40.1,0,0.87
2022-07-17 15:00:00,2512.37,12.8,Weekend,7,15,Summer,38.5,0,0.9
2022-07-17 16:00:00,3350.62,13.1,Weekend,7,16,Summer,16.4,0,1.08
2022-07-17 17:00:00,3681.17,13.9,Weekend,7,17,Summer,14.8,0,0.94
2022-07-17 18:00:00,3413.66,13.3,Weekend,7,18,Summer,26.1,0,0.81
2022-07-17 19:00:00,3532.26,15.3,Weekend,7,19,Summer,37.9,0,0.81
2022-07-17 20:00:00,3430.67,13.6,Weekend,7,20,Summer,21.5,0,0.84
